EmployeeID,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Name
2498,6.370842257920556,High,Excellent,Medium,Medium,Better,46,No,Non-Travel,Research & Development,9,College,Life Sciences,1,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,Danny Randall
2499,6.308825301204722,High,Excellent,High,Low,Good,40,No,Travel_Rarely,Research & Development,2,College,Medical,1,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,Matthew Wells
2500,6.541269522534445,High,Excellent,Medium,Low,Good,42,No,Travel_Rarely,Research & Development,7,Master,Other,1,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,Mary Contreras
2501,7.1347713074519445,High,Excellent,Medium,Very High,Better,35,No,Non-Travel,Sales,10,Below College,Life Sciences,1,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,Karen Smith
2502,7.318058902275555,High,Excellent,Low,Medium,Better,38,No,Non-Travel,Sales,6,Master,Marketing,1,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,Christopher Orozco
2503,5.972314814814722,Very High,Outstanding,Very High,Low,Good,34,Yes,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,Jeffrey Brown
2504,5.748131414546944,High,Excellent,Very High,Low,Bad,37,Yes,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,1,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,Joshua Edwards
2505,6.86505243195,Medium,Excellent,High,Very High,Better,39,No,Travel_Frequently,Research & Development,2,Below College,Medical,1,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,Craig Combs
2506,7.153528558678889,High,Excellent,Low,High,Good,43,No,Non-Travel,Human Resources,8,Doctor,Medical,1,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,Brenda Crawford
2507,9.910139446675556,Low,Excellent,Medium,Medium,Bad,41,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2,Ronald Olson
2508,6.6861099955375,Medium,Excellent,High,High,Best,41,No,Travel_Rarely,Research & Development,1,Below College,Technical Degree,1,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5,Nathan Greene
2509,8.332985274430833,High,Excellent,Low,High,Better,30,No,Travel_Rarely,Sales,26,Bachelor,Marketing,1,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,Jane Taylor MD
2510,7.573890004462222,Medium,Excellent,Very High,Medium,Better,26,Yes,Travel_Rarely,Human Resources,2,Below College,Technical Degree,1,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,Brittany Dorsey
2511,6.478288710396945,High,Excellent,Very High,Medium,Best,46,Yes,Travel_Rarely,Research & Development,10,Bachelor,Medical,1,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7,Steven Clark
2512,7.110085899151945,High,Excellent,High,Very High,Better,40,No,Travel_Rarely,Sales,27,College,Medical,1,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,Kathleen Monroe
2513,6.4663743864344445,Medium,Excellent,Medium,High,Better,34,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8,Dustin Barber
2514,7.113247434181111,High,Excellent,Medium,Medium,Good,58,No,Non-Travel,Research & Development,2,Master,Medical,1,Male,1,Laboratory Technician,Divorced,23760,4.0,Y,12,8,1,37.0,3,16,14,14,Marc Buck
2515,10.078489513609725,Medium,Excellent,Medium,High,Best,35,No,Travel_Rarely,Research & Development,8,Below College,Technical Degree,1,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,Lindsey Mitchell
2516,6.7336758143683335,High,Excellent,High,Medium,Better,47,No,Travel_Rarely,Research & Development,19,Doctor,Medical,1,Female,2,Research Scientist,Divorced,28270,8.0,Y,14,8,1,28.0,3,22,14,10,Angela Moore
2517,6.421151271753611,High,Excellent,Medium,Low,Better,40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,Ronald Graves
2518,6.892224453368889,Medium,Excellent,Very High,Very High,Good,54,No,Travel_Rarely,Sales,27,Master,Medical,1,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7,Zachary Perez
2519,7.428519634091667,High,Excellent,Low,Low,Better,31,No,Travel_Frequently,Sales,8,Master,Other,1,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,Monica Davis
2520,9.271705711735557,High,Excellent,High,Low,Better,28,No,Travel_Rarely,Sales,1,College,Life Sciences,1,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,Carl Wilson
2521,5.821021865238611,Low,Excellent,Medium,Very High,Good,38,No,Travel_Rarely,Research & Development,19,Bachelor,Medical,1,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3,Jennifer Lozano
2522,9.460778670236389,Medium,Excellent,High,Very High,Better,26,No,Travel_Rarely,Sales,8,Bachelor,Marketing,1,Female,1,Healthcare Representative,Single,30330,1.0,Y,12,8,0,5.0,2,5,1,2,Lisa Brown
2523,7.018099062918333,High,Excellent,Low,High,Better,58,No,Travel_Frequently,Research & Development,10,Master,Technical Degree,1,Female,1,Sales Representative,Married,29360,2.0,Y,13,8,1,23.0,3,2,2,2,Melissa Patterson
2524,5.8705890227575,High,Outstanding,Medium,High,Bad,18,No,Non-Travel,Research & Development,2,Bachelor,Life Sciences,1,Male,3,Sales Representative,Single,186060,1.0,Y,24,8,2,0.0,4,0,0,0,Brad Harmon
2525,8.568425925925833,High,Excellent,Very High,Low,Better,31,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,3,Laboratory Technician,Married,21680,0.0,Y,14,8,1,2.0,2,1,0,0,Wesley Swanson
2526,6.5345995091475,Medium,Excellent,Low,Low,Better,29,Yes,Travel_Rarely,Research & Development,8,College,Medical,1,Male,1,Manager,Divorced,28530,4.0,Y,14,8,1,4.0,5,2,2,0,Omar Pratt
2527,10.33880856760361,Medium,Excellent,High,High,Best,45,No,Non-Travel,Sales,1,Master,Technical Degree,1,Male,1,Research Scientist,Married,170480,4.0,Y,15,8,0,10.0,3,8,5,7,Eric Reyes
2528,6.862453145916945,High,Excellent,Very High,Medium,Better,36,No,Travel_Rarely,Sales,2,Bachelor,Technical Degree,1,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0,Beverly Bryant
2529,10.057164212405,High,Outstanding,Low,Very High,Better,43,No,Travel_Frequently,Sales,8,Bachelor,Medical,1,Male,1,Research Director,Married,36000,1.0,Y,23,8,0,7.0,2,7,7,7,Kenneth Martinez
2530,7.507265729585,High,Excellent,Very High,Very High,Good,27,No,Travel_Frequently,Sales,8,Master,Life Sciences,1,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2,Frank Jones
2531,6.985999553770555,High,Excellent,Very High,Very High,Best,29,No,Travel_Frequently,Research & Development,6,College,Medical,1,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10,Luis Wilson
2532,6.235760821061945,High,Excellent,Very High,Very High,Best,32,No,Travel_Frequently,Sales,9,Master,Life Sciences,1,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0,Zachary Lewis
2533,5.747174252565555,High,Excellent,High,High,Good,42,No,Non-Travel,Research & Development,11,Bachelor,Medical,1,Male,1,Manager,Married,178560,3.0,Y,18,8,0,10.0,2,6,3,3,John Hill
2534,6.845648148148055,Medium,Excellent,Medium,High,Better,47,No,Travel_Rarely,Sales,2,College,Life Sciences,1,Female,5,Manager,Single,31960,4.0,Y,14,8,1,7.0,3,2,2,0,Jessica Lyons
2535,7.251845158411389,High,Outstanding,Very High,Very High,Good,46,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1,Female,1,Laboratory Technician,Divorced,190810,3.0,Y,21,8,0,12.0,2,9,4,7,Margaret Powell
2536,7.9443897813475,Medium,Excellent,High,Very High,Better,28,No,Non-Travel,Research & Development,7,Bachelor,Life Sciences,1,Male,1,Sales Executive,Divorced,89660,1.0,Y,16,8,1,3.0,3,3,2,2,Donald Lozano
2537,6.172599286032778,High,Excellent,Very High,High,Better,29,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1,Female,1,Manufacturing Director,Divorced,22100,8.0,Y,11,8,1,11.0,4,7,1,6,Grace Gomez
2538,10.133579875055556,High,Excellent,Very High,High,Better,42,No,Travel_Rarely,Sales,2,Master,Medical,1,Female,2,Research Director,Single,45390,4.0,Y,17,8,1,8.0,5,0,0,0,Joann Jordan
2539,7.215689424363889,High,Excellent,High,Medium,Good,32,Yes,Travel_Rarely,Research & Development,1,Below College,Medical,1,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2,Christopher Schneider
2540,6.466500446229166,High,Excellent,Low,Low,Better,46,No,Travel_Rarely,Research & Development,23,Below College,Life Sciences,1,Male,2,Laboratory Technician,Divorced,34910,2.0,Y,14,8,0,25.0,0,19,2,8,Danny Mccall
2541,7.579600624720833,Very High,Excellent,Medium,High,Better,27,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Female,5,Research Scientist,Married,45410,1.0,Y,14,8,2,9.0,4,9,5,8,Jenna Hubbard
2542,5.731242748772778,High,Outstanding,Very High,Medium,Better,29,No,Travel_Rarely,Research & Development,1,College,Medical,1,Male,3,Sales Executive,Married,26780,1.0,Y,25,8,1,1.0,3,1,0,0,Tyler Davis
2543,5.596820615796389,Medium,Excellent,Low,High,Better,43,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,1,Manufacturing Director,Married,73790,7.0,Y,13,8,2,21.0,3,16,6,14,John Howard
2544,7.9085330209727775,Medium,Excellent,Very High,Medium,Better,48,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,2,Manager,Married,62720,4.0,Y,14,8,0,29.0,3,22,12,9,Sheila Bailey
2545,7.602991967871389,Medium,Excellent,Very High,Very High,Good,29,Yes,Travel_Frequently,Research & Development,13,College,Life Sciences,1,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0,Becky Stevens
2546,7.277184292726389,Very High,Outstanding,High,Medium,Better,46,Yes,Travel_Rarely,Research & Development,4,Master,Medical,1,Female,2,Sales Representative,Married,27430,5.0,Y,25,8,1,14.0,1,8,0,7,Alexandra Soto
2547,6.0629495760819445,High,Outstanding,Very High,Low,Good,27,No,Travel_Frequently,Research & Development,16,Master,Medical,1,Male,3,Healthcare Representative,Married,49980,0.0,Y,20,8,2,8.0,3,7,7,3,Juan Beck
2548,5.618691432396111,High,Excellent,Very High,Very High,Better,39,No,Travel_Rarely,Research & Development,2,Bachelor,Technical Degree,1,Male,3,Healthcare Representative,Divorced,102520,8.0,Y,13,8,1,7.0,3,2,2,2,William Casey
2549,6.768606648817222,High,Excellent,Medium,Very High,Best,55,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4,Leah Schaefer
2550,7.498476126728889,Very High,Excellent,Medium,Medium,Better,28,No,Travel_Rarely,Research & Development,29,College,Life Sciences,1,Male,2,Laboratory Technician,Married,68520,1.0,Y,18,8,1,1.0,2,1,0,0,Andrew Nicholson
2551,10.213231816153334,High,Excellent,Medium,Very High,Good,30,Yes,Travel_Rarely,Sales,12,Master,Life Sciences,1,Female,2,Sales Executive,Single,49500,1.0,Y,12,8,2,1.0,3,1,0,0,Melissa Hudson
2552,8.772318161535,High,Excellent,Very High,Medium,Better,22,Yes,Travel_Rarely,Research & Development,16,College,Life Sciences,1,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0,Brittany Curtis
2553,7.335841142346944,Medium,Excellent,Medium,High,Better,36,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,1,Male,1,Sales Executive,Married,131910,1.0,Y,14,8,1,10.0,2,10,1,7,Steven Vega
2554,7.510110441766945,High,Excellent,Medium,High,Better,31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2,April Patel
2555,6.8766733601069445,High,Excellent,High,Very High,Better,34,No,Travel_Rarely,Sales,14,College,Technical Degree,1,Female,1,Sales Executive,Married,22350,2.0,Y,14,8,1,9.0,2,5,1,0,Terri Lewis
2556,8.039129852744166,Medium,Excellent,Very High,Low,Better,29,No,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Female,1,Sales Executive,Single,105020,3.0,Y,12,8,0,11.0,4,3,1,2,Kimberly Ho
2557,10.2200925925925,Very High,Excellent,Very High,Low,Better,37,No,Travel_Rarely,Research & Development,7,College,Medical,1,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4,Kyle Patterson
2558,6.7997568049975,Medium,Outstanding,Very High,Medium,Better,35,No,Travel_Rarely,Sales,2,Below College,Technical Degree,1,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,Christopher Brown
2559,6.064582775546389,Medium,Excellent,Medium,Very High,Good,45,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8,Christina Cole
2560,6.234501338688055,Low,Excellent,Medium,Very High,Good,36,No,Travel_Frequently,Research & Development,5,Bachelor,Medical,1,Female,4,Manufacturing Director,Single,177790,1.0,Y,17,8,1,10.0,5,10,0,8,Carolyn Anthony
2561,9.007223337795557,High,Excellent,Low,Low,Better,40,No,Travel_Rarely,Research & Development,3,Bachelor,Other,1,Male,1,Sales Executive,Divorced,68330,2.0,Y,13,8,0,22.0,3,19,11,16,Michael Jones
2562,7.044742302543333,Medium,Excellent,Medium,High,Good,26,No,Travel_Rarely,Research & Development,26,College,Life Sciences,1,Male,2,Human Resources,Married,68120,1.0,Y,13,8,0,1.0,2,1,1,0,Robert Scott
2563,7.0124297188752776,Medium,Outstanding,Low,High,Good,27,No,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7,Allen Shelton
2564,6.594933065595556,Very High,Excellent,Very High,Very High,Better,48,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Research Director,Divorced,197400,3.0,Y,14,8,0,24.0,2,22,4,7,Bruce Jennings
2565,9.475745203034167,High,Excellent,Medium,Low,Better,44,No,Travel_Rarely,Sales,1,College,Medical,1,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2,Robert Mendez
2566,6.646378848728055,High,Excellent,Very High,Low,Better,34,Yes,Non-Travel,Research & Development,27,College,Life Sciences,1,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,Jennifer Odom
2567,6.937077197679445,High,Outstanding,Low,Very High,Better,56,Yes,Travel_Rarely,Human Resources,1,College,Medical,1,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0,Sandra Porter
2568,5.985309013833056,High,Excellent,High,Medium,Bad,36,No,Travel_Rarely,Research & Development,13,Bachelor,Technical Degree,1,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3,Julie Keith
2569,6.849926372155278,High,Excellent,,Medium,Better,41,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1,Female,1,Sales Executive,Married,66230,5.0,Y,18,8,0,14.0,3,5,1,4,Tina Griffin
2570,7.983384649709722,High,Excellent,High,Low,Best,42,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,Lisa Flores
2571,9.02859437751,Medium,Outstanding,High,Very High,Better,31,No,Travel_Rarely,Sales,9,Master,Life Sciences,1,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,Carrie Cuevas
2572,6.211170236501389,High,Excellent,Very High,Very High,Good,34,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,1,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1,Rebecca Harrison
2573,5.947940651494722,Very High,Outstanding,Low,High,Good,31,No,Travel_Rarely,Sales,25,College,Life Sciences,1,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,Pamela Wilson
2574,7.600496430165,Very High,Excellent,High,Very High,Better,26,No,Travel_Frequently,Sales,16,College,Life Sciences,1,Male,2,Healthcare Representative,Married,83800,0.0,Y,14,8,0,8.0,3,7,7,7,John Chan
2575,6.085662650602222,High,Excellent,Medium,High,Better,45,No,Travel_Frequently,Research & Development,8,Master,Life Sciences,1,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3,Katherine Gutierrez
2576,10.085300089245834,High,Excellent,Medium,High,Good,33,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9,Debbie Johns
2577,6.653795180722778,High,Excellent,High,Very High,Better,28,No,Travel_Frequently,Sales,8,Bachelor,Life Sciences,1,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7,Joseph Mcknight
2578,5.799204596162222,High,Excellent,High,Low,Better,29,Yes,Travel_Frequently,Human Resources,2,Master,Human Resources,1,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,Ryan Simpson
2579,7.165663766175555,High,Excellent,Low,High,Better,39,No,Non-Travel,Research & Development,8,Doctor,Medical,1,Female,2,Sales Representative,Married,188240,6.0,Y,19,8,1,10.0,4,3,1,2,Laura Marshall
2580,8.72000780901361,High,Excellent,Medium,Medium,Good,27,No,Travel_Rarely,Sales,3,College,Technical Degree,1,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2,Mark Black
2581,9.015610218652222,High,Excellent,High,Very High,Better,34,No,Travel_Frequently,Research & Development,9,Master,Life Sciences,1,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,Carolyn Ferguson
2582,5.706788264167778,High,Excellent,Very High,High,Better,28,Yes,Travel_Rarely,Research & Development,25,Bachelor,Technical Degree,1,Male,1,Research Director,Single,187890,3.0,Y,16,8,1,6.0,4,2,2,2,Jose Moon
2583,7.366888665774167,High,Excellent,High,Medium,Best,47,No,Non-Travel,Research & Development,1,Master,Medical,1,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,Kevin Morgan
2584,6.848923471664167,High,Excellent,Very High,Low,,56,No,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1,Female,2,Sales Executive,Married,198470,4.0,Y,14,8,0,6.0,6,0,0,0,Valerie Williams
2585,10.323009817045833,High,Excellent,Low,Low,Better,39,No,Travel_Rarely,Research & Development,1,Bachelor,Other,1,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9,Nancy Callahan
2586,9.325343596608612,High,Excellent,Very High,Medium,Better,38,No,Travel_Frequently,Research & Development,4,College,Medical,1,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,Janice Hall
2587,9.645630298973613,High,Outstanding,Very High,Very High,Good,58,No,Travel_Rarely,Sales,5,Bachelor,Marketing,1,Male,5,Sales Representative,Married,21540,4.0,Y,21,8,1,29.0,3,1,0,0,Calvin Clark
2588,7.340606871931945,High,Excellent,Low,High,Better,32,Yes,Travel_Frequently,Research & Development,9,Bachelor,Life Sciences,1,Male,2,Laboratory Technician,Single,191900,3.0,Y,17,8,1,8.0,2,4,0,3,Christopher Knapp
2589,6.056233824185555,High,Outstanding,Medium,Very High,Best,38,No,Travel_Rarely,Research & Development,3,Master,Life Sciences,1,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,Sherry Figueroa
2590,8.214293842034722,Medium,Excellent,Medium,Very High,Better,49,No,Travel_Frequently,Sales,11,Master,Life Sciences,1,Male,2,Research Scientist,Married,35060,3.0,Y,11,8,1,28.0,4,5,4,3,Edward Lewis
2591,6.013019857206389,High,Excellent,Medium,Very High,Better,42,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Female,1,Sales Executive,Divorced,23720,3.0,Y,12,8,1,14.0,3,0,0,0,Diana Saunders
2592,6.250380410530833,High,Excellent,Low,Medium,Better,27,Yes,Travel_Frequently,Sales,8,Below College,Life Sciences,1,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,Paul Coffey
2593,6.130653726015,High,Excellent,Medium,Low,Bad,35,No,Travel_Rarely,Research & Development,25,Below College,Medical,1,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4,Wayne Rivera
2594,9.546750334671945,High,Excellent,High,High,Good,28,No,Non-Travel,Research & Development,21,Below College,Medical,1,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4,Joshua Montgomery
2595,6.832543507362778,Very High,Excellent,High,Low,Best,31,No,Non-Travel,Sales,23,Below College,Medical,1,Male,1,Sales Executive,Divorced,38670,1.0,Y,11,8,1,4.0,4,4,2,3,Andrew Campbell
2596,5.588340026773611,Low,Excellent,Low,Medium,Better,36,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2,Mark Jensen
2597,6.516905399375278,High,Excellent,Low,Very High,Good,34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1,Male,4,Healthcare Representative,Single,46950,1.0,Y,16,8,1,14.0,2,14,2,1,William Hebert
2598,6.194441097724167,Medium,Excellent,Very High,High,Good,34,No,Travel_Rarely,Research & Development,19,Bachelor,Technical Degree,1,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1,Alexis Rosales
